Hero Pool,Map1,Map2,Distance
Overwatch League Stage 1 - 2019,Busan,Route 66,0.6393231670755133
Overwatch League Stage 1 - 2019,Busan,Temple of Anubis,0.6753538287354482
Overwatch League Stage 1 - 2019,Busan,Volskaya Industries,0.42911861350687125
Overwatch League Stage 1 - 2019,Dorado,Busan,0.530113557160882
Overwatch League Stage 1 - 2019,Dorado,Hollywood,0.2997011336101482
Overwatch League Stage 1 - 2019,Dorado,Horizon Lunar Colony,0.2524661025504783
Overwatch League Stage 1 - 2019,Dorado,Ilios,0.4768223290530246
Overwatch League Stage 1 - 2019,Dorado,King's Row,0.30463544824461747
Overwatch League Stage 1 - 2019,Dorado,Nepal,0.45106371292182
Overwatch League Stage 1 - 2019,Dorado,Numbani,0.29633106519577024
Overwatch League Stage 1 - 2019,Dorado,Rialto,0.2527633412785934
Overwatch League Stage 1 - 2019,Dorado,Route 66,0.20534172381224058
Overwatch League Stage 1 - 2019,Dorado,Temple of Anubis,0.27746940738501613
Overwatch League Stage 1 - 2019,Dorado,Volskaya Industries,0.24603405055038804
Overwatch League Stage 1 - 2019,Hollywood,Busan,0.756356701304086
Overwatch League Stage 1 - 2019,Hollywood,Dorado,0.2997011336101482
Overwatch League Stage 1 - 2019,Hollywood,Horizon Lunar Colony,0.3951182145749621
Overwatch League Stage 1 - 2019,Hollywood,Ilios,0.5856647929613671
Overwatch League Stage 1 - 2019,Hollywood,King's Row,0.29800596793993317
Overwatch League Stage 1 - 2019,Hollywood,Nepal,0.5745093537423442
Overwatch League Stage 1 - 2019,Hollywood,Numbani,0.30020423501662546
Overwatch League Stage 1 - 2019,Hollywood,Rialto,0.08282984382647057
Overwatch League Stage 1 - 2019,Hollywood,Route 66,0.2387847307808774
Overwatch League Stage 1 - 2019,Hollywood,Temple of Anubis,0.25056144273003067
Overwatch League Stage 1 - 2019,Hollywood,Volskaya Industries,0.4384403370647864
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Busan,0.5520484033759455
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Dorado,0.2524661025504783
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Hollywood,0.3951182145749621
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Ilios,0.29951043198417204
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,King's Row,0.5031067657384427
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Nepal,0.29242029253044577
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Numbani,0.2263751014907103
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Rialto,0.33640239407661776
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Route 66,0.3904149227200285
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Temple of Anubis,0.21882025624756904
Overwatch League Stage 1 - 2019,Horizon Lunar Colony,Volskaya Industries,0.20133207554640467
Overwatch League Stage 1 - 2019,Ilios,Busan,0.6222689359833369
Overwatch League Stage 1 - 2019,Ilios,Dorado,0.4768223290530246
Overwatch League Stage 1 - 2019,Ilios,Hollywood,0.5856647929613671
Overwatch League Stage 1 - 2019,Ilios,Horizon Lunar Colony,0.29951043198417204
Overwatch League Stage 1 - 2019,Ilios,King's Row,0.7111775120572459
Overwatch League Stage 1 - 2019,Ilios,Nepal,0.08805404389445198
Overwatch League Stage 1 - 2019,Ilios,Numbani,0.3126655908698131
Overwatch League Stage 1 - 2019,Ilios,Rialto,0.5388069003082784
Overwatch League Stage 1 - 2019,Ilios,Route 66,0.6072627140045175
Overwatch League Stage 1 - 2019,Ilios,Temple of Anubis,0.3811768128756867
Overwatch League Stage 1 - 2019,Ilios,Volskaya Industries,0.29628420732843913
Overwatch League Stage 1 - 2019,King's Row,Busan,0.7020632626360472
Overwatch League Stage 1 - 2019,King's Row,Dorado,0.30463544824461747
Overwatch League Stage 1 - 2019,King's Row,Hollywood,0.29800596793993317
Overwatch League Stage 1 - 2019,King's Row,Horizon Lunar Colony,0.5031067657384427
Overwatch League Stage 1 - 2019,King's Row,Ilios,0.7111775120572459
Overwatch League Stage 1 - 2019,King's Row,Nepal,0.6851803231703939
Overwatch League Stage 1 - 2019,King's Row,Numbani,0.4736932046477006
Overwatch League Stage 1 - 2019,King's Row,Rialto,0.3057720952795834
Overwatch League Stage 1 - 2019,King's Row,Route 66,0.15515697228231842
Overwatch League Stage 1 - 2019,King's Row,Temple of Anubis,0.4642759668298206
Overwatch League Stage 1 - 2019,King's Row,Volskaya Industries,0.48555409931237004
Overwatch League Stage 1 - 2019,Nepal,Busan,0.590972589203232
Overwatch League Stage 1 - 2019,Nepal,Dorado,0.45106371292182
Overwatch League Stage 1 - 2019,Nepal,Hollywood,0.5745093537423442
Overwatch League Stage 1 - 2019,Nepal,Horizon Lunar Colony,0.29242029253044577
Overwatch League Stage 1 - 2019,Nepal,Ilios,0.08805404389445198
Overwatch League Stage 1 - 2019,Nepal,King's Row,0.6851803231703939
Overwatch League Stage 1 - 2019,Nepal,Numbani,0.29381998686062233
Overwatch League Stage 1 - 2019,Nepal,Rialto,0.5246703213738855
Overwatch League Stage 1 - 2019,Nepal,Route 66,0.5901306380095116
Overwatch League Stage 1 - 2019,Nepal,Temple of Anubis,0.3729915011631863
Overwatch League Stage 1 - 2019,Nepal,Volskaya Industries,0.26195740725780997
Overwatch League Stage 1 - 2019,Numbani,Busan,0.6624910142559135
Overwatch League Stage 1 - 2019,Numbani,Dorado,0.29633106519577024
Overwatch League Stage 1 - 2019,Numbani,Hollywood,0.30020423501662546
Overwatch League Stage 1 - 2019,Numbani,Horizon Lunar Colony,0.2263751014907103
Overwatch League Stage 1 - 2019,Numbani,Ilios,0.3126655908698131
Overwatch League Stage 1 - 2019,Numbani,King's Row,0.4736932046477006
Overwatch League Stage 1 - 2019,Numbani,Nepal,0.29381998686062233
Overwatch League Stage 1 - 2019,Numbani,Rialto,0.25505416445742474
Overwatch League Stage 1 - 2019,Numbani,Route 66,0.38436146764357837
Overwatch League Stage 1 - 2019,Numbani,Temple of Anubis,0.14130514099995942
Overwatch League Stage 1 - 2019,Numbani,Volskaya Industries,0.26189356979479916
Overwatch League Stage 1 - 2019,Rialto,Busan,0.7130253231667113
Overwatch League Stage 1 - 2019,Rialto,Dorado,0.2527633412785934
Overwatch League Stage 1 - 2019,Rialto,Hollywood,0.08282984382647057
Overwatch League Stage 1 - 2019,Rialto,Horizon Lunar Colony,0.33640239407661776
Overwatch League Stage 1 - 2019,Rialto,Ilios,0.5388069003082784
Overwatch League Stage 1 - 2019,Rialto,King's Row,0.3057720952795834
Overwatch League Stage 1 - 2019,Rialto,Nepal,0.5246703213738855
Overwatch League Stage 1 - 2019,Rialto,Numbani,0.25505416445742474
Overwatch League Stage 1 - 2019,Rialto,Route 66,0.23803758291378843
Overwatch League Stage 1 - 2019,Rialto,Temple of Anubis,0.19819782019115
Overwatch League Stage 1 - 2019,Rialto,Volskaya Industries,0.38879889745952534
Overwatch League Stage 1 - 2019,Route 66,Busan,0.6393231670755133
Overwatch League Stage 1 - 2019,Route 66,Dorado,0.20534172381224058
Overwatch League Stage 1 - 2019,Route 66,Hollywood,0.2387847307808774
Overwatch League Stage 1 - 2019,Route 66,Horizon Lunar Colony,0.3904149227200285
Overwatch League Stage 1 - 2019,Route 66,Ilios,0.6072627140045175
Overwatch League Stage 1 - 2019,Route 66,King's Row,0.15515697228231842
Overwatch League Stage 1 - 2019,Route 66,Nepal,0.5901306380095116
Overwatch League Stage 1 - 2019,Route 66,Numbani,0.38436146764357837
Overwatch League Stage 1 - 2019,Route 66,Rialto,0.23803758291378843
Overwatch League Stage 1 - 2019,Route 66,Temple of Anubis,0.3689433982043946
Overwatch League Stage 1 - 2019,Route 66,Volskaya Industries,0.3860836492166972
Overwatch League Stage 1 - 2019,Temple of Anubis,Busan,0.6753538287354482
Overwatch League Stage 1 - 2019,Temple of Anubis,Dorado,0.27746940738501613
Overwatch League Stage 1 - 2019,Temple of Anubis,Hollywood,0.25056144273003067
Overwatch League Stage 1 - 2019,Temple of Anubis,Horizon Lunar Colony,0.21882025624756904
Overwatch League Stage 1 - 2019,Temple of Anubis,Ilios,0.3811768128756867
Overwatch League Stage 1 - 2019,Temple of Anubis,King's Row,0.4642759668298206
Overwatch League Stage 1 - 2019,Temple of Anubis,Nepal,0.3729915011631863
Overwatch League Stage 1 - 2019,Temple of Anubis,Numbani,0.14130514099995942
Overwatch League Stage 1 - 2019,Temple of Anubis,Rialto,0.19819782019115
Overwatch League Stage 1 - 2019,Temple of Anubis,Route 66,0.3689433982043946
Overwatch League Stage 1 - 2019,Temple of Anubis,Volskaya Industries,0.30604075703841455
Overwatch League Stage 1 - 2019,Volskaya Industries,Busan,0.42911861350687125
Overwatch League Stage 1 - 2019,Volskaya Industries,Dorado,0.24603405055038804
Overwatch League Stage 1 - 2019,Volskaya Industries,Hollywood,0.4384403370647864
Overwatch League Stage 1 - 2019,Volskaya Industries,Horizon Lunar Colony,0.20133207554640467
Overwatch League Stage 1 - 2019,Volskaya Industries,Ilios,0.29628420732843913
Overwatch League Stage 1 - 2019,Volskaya Industries,King's Row,0.48555409931237004
Overwatch League Stage 1 - 2019,Volskaya Industries,Nepal,0.26195740725780997
Overwatch League Stage 1 - 2019,Volskaya Industries,Numbani,0.26189356979479916
Overwatch League Stage 1 - 2019,Volskaya Industries,Rialto,0.38879889745952534
Overwatch League Stage 1 - 2019,Volskaya Industries,Route 66,0.3860836492166972
Overwatch League Stage 1 - 2019,Volskaya Industries,Temple of Anubis,0.30604075703841455
Overwatch League Stage 2 - 2019,Blizzard World,Busan,0.27581882286150766
Overwatch League Stage 2 - 2019,Blizzard World,Eichenwalde,0.24586530655128502
Overwatch League Stage 2 - 2019,Blizzard World,Hanamura,0.53060065592168
Overwatch League Stage 2 - 2019,Blizzard World,Junkertown,0.5686135621470902
Overwatch League Stage 2 - 2019,Blizzard World,King's Row,0.20590987872060657
Overwatch League Stage 2 - 2019,Blizzard World,Lijiang Tower,0.2008118859284485
Overwatch League Stage 2 - 2019,Blizzard World,Oasis,0.5521269186129091
Overwatch League Stage 2 - 2019,Blizzard World,Paris,0.6324311670797452
Overwatch League Stage 2 - 2019,Blizzard World,Rialto,0.22102207367779766
Overwatch League Stage 2 - 2019,Blizzard World,Temple of Anubis,0.49002340698732644
Overwatch League Stage 2 - 2019,Blizzard World,Watchpoint: Gibraltar,0.45249312490616705
Overwatch League Stage 2 - 2019,Busan,Blizzard World,0.27581882286150766
Overwatch League Stage 2 - 2019,Busan,Eichenwalde,0.30117038658575684
Overwatch League Stage 2 - 2019,Busan,Hanamura,0.5277168181538823
Overwatch League Stage 2 - 2019,Busan,Junkertown,0.6157429432865529
Overwatch League Stage 2 - 2019,Busan,King's Row,0.4293485949775413
Overwatch League Stage 2 - 2019,Busan,Lijiang Tower,0.24517372436824564
Overwatch League Stage 2 - 2019,Busan,Oasis,0.4745136188434621
Overwatch League Stage 2 - 2019,Busan,Paris,0.5903789943120781
Overwatch League Stage 2 - 2019,Busan,Rialto,0.43801221481951574
Overwatch League Stage 2 - 2019,Busan,Temple of Anubis,0.468725894579047
Overwatch League Stage 2 - 2019,Busan,Watchpoint: Gibraltar,0.48734684348444146
Overwatch League Stage 2 - 2019,Eichenwalde,Blizzard World,0.24586530655128502
Overwatch League Stage 2 - 2019,Eichenwalde,Busan,0.30117038658575684
Overwatch League Stage 2 - 2019,Eichenwalde,Hanamura,0.32230860550122836
Overwatch League Stage 2 - 2019,Eichenwalde,Junkertown,0.5008357327768763
Overwatch League Stage 2 - 2019,Eichenwalde,King's Row,0.4057923912490484
Overwatch League Stage 2 - 2019,Eichenwalde,Lijiang Tower,0.19090823425270576
Overwatch League Stage 2 - 2019,Eichenwalde,Oasis,0.34471713224008
Overwatch League Stage 2 - 2019,Eichenwalde,Paris,0.44823099629223195
Overwatch League Stage 2 - 2019,Eichenwalde,Rialto,0.4008313566493992
Overwatch League Stage 2 - 2019,Eichenwalde,Temple of Anubis,0.3198900971678037
Overwatch League Stage 2 - 2019,Eichenwalde,Watchpoint: Gibraltar,0.4069591986699089
Overwatch League Stage 2 - 2019,Hanamura,Blizzard World,0.53060065592168
Overwatch League Stage 2 - 2019,Hanamura,Busan,0.5277168181538823
Overwatch League Stage 2 - 2019,Hanamura,Eichenwalde,0.32230860550122836
Overwatch League Stage 2 - 2019,Hanamura,Junkertown,0.4441062591587263
Overwatch League Stage 2 - 2019,Hanamura,King's Row,0.6774122465785934
Overwatch League Stage 2 - 2019,Hanamura,Lijiang Tower,0.4580213023142598
Overwatch League Stage 2 - 2019,Hanamura,Oasis,0.3144280053899584
Overwatch League Stage 2 - 2019,Hanamura,Paris,0.23287162973680672
Overwatch League Stage 2 - 2019,Hanamura,Rialto,0.6812525863874975
Overwatch League Stage 2 - 2019,Hanamura,Temple of Anubis,0.21116148541525215
Overwatch League Stage 2 - 2019,Hanamura,Watchpoint: Gibraltar,0.5654123257422079
Overwatch League Stage 2 - 2019,Junkertown,Blizzard World,0.5686135621470902
Overwatch League Stage 2 - 2019,Junkertown,Busan,0.6157429432865529
Overwatch League Stage 2 - 2019,Junkertown,Eichenwalde,0.5008357327768763
Overwatch League Stage 2 - 2019,Junkertown,Hanamura,0.4441062591587263
Overwatch League Stage 2 - 2019,Junkertown,King's Row,0.6372202335702439
Overwatch League Stage 2 - 2019,Junkertown,Lijiang Tower,0.5732659011466262
Overwatch League Stage 2 - 2019,Junkertown,Oasis,0.6500736634498622
Overwatch League Stage 2 - 2019,Junkertown,Paris,0.4798666345402133
Overwatch League Stage 2 - 2019,Junkertown,Rialto,0.6540113793580972
Overwatch League Stage 2 - 2019,Junkertown,Temple of Anubis,0.39648524200415375
Overwatch League Stage 2 - 2019,Junkertown,Watchpoint: Gibraltar,0.6698870543313991
Overwatch League Stage 2 - 2019,King's Row,Blizzard World,0.20590987872060657
Overwatch League Stage 2 - 2019,King's Row,Busan,0.4293485949775413
Overwatch League Stage 2 - 2019,King's Row,Eichenwalde,0.4057923912490484
Overwatch League Stage 2 - 2019,King's Row,Hanamura,0.6774122465785934
Overwatch League Stage 2 - 2019,King's Row,Junkertown,0.6372202335702439
Overwatch League Stage 2 - 2019,King's Row,Lijiang Tower,0.34487843299329096
Overwatch League Stage 2 - 2019,King's Row,Oasis,0.7213238353019863
Overwatch League Stage 2 - 2019,King's Row,Paris,0.7862101739891504
Overwatch League Stage 2 - 2019,King's Row,Rialto,0.12621293482055587
Overwatch League Stage 2 - 2019,King's Row,Temple of Anubis,0.6263187793740312
Overwatch League Stage 2 - 2019,King's Row,Watchpoint: Gibraltar,0.5484103424973914
Overwatch League Stage 2 - 2019,Lijiang Tower,Blizzard World,0.2008118859284485
Overwatch League Stage 2 - 2019,Lijiang Tower,Busan,0.24517372436824564
Overwatch League Stage 2 - 2019,Lijiang Tower,Eichenwalde,0.19090823425270576
Overwatch League Stage 2 - 2019,Lijiang Tower,Hanamura,0.4580213023142598
Overwatch League Stage 2 - 2019,Lijiang Tower,Junkertown,0.5732659011466262
Overwatch League Stage 2 - 2019,Lijiang Tower,King's Row,0.34487843299329096
Overwatch League Stage 2 - 2019,Lijiang Tower,Oasis,0.421423322553594
Overwatch League Stage 2 - 2019,Lijiang Tower,Paris,0.5857080870904259
Overwatch League Stage 2 - 2019,Lijiang Tower,Rialto,0.32364125310790487
Overwatch League Stage 2 - 2019,Lijiang Tower,Temple of Anubis,0.4239982804740716
Overwatch League Stage 2 - 2019,Lijiang Tower,Watchpoint: Gibraltar,0.4059970542688845
Overwatch League Stage 2 - 2019,Oasis,Blizzard World,0.5521269186129091
Overwatch League Stage 2 - 2019,Oasis,Busan,0.4745136188434621
Overwatch League Stage 2 - 2019,Oasis,Eichenwalde,0.34471713224008
Overwatch League Stage 2 - 2019,Oasis,Hanamura,0.3144280053899584
Overwatch League Stage 2 - 2019,Oasis,Junkertown,0.6500736634498622
Overwatch League Stage 2 - 2019,Oasis,King's Row,0.7213238353019863
Overwatch League Stage 2 - 2019,Oasis,Lijiang Tower,0.421423322553594
Overwatch League Stage 2 - 2019,Oasis,Paris,0.40939048462155814
Overwatch League Stage 2 - 2019,Oasis,Rialto,0.7042861805128641
Overwatch League Stage 2 - 2019,Oasis,Temple of Anubis,0.3821386654575091
Overwatch League Stage 2 - 2019,Oasis,Watchpoint: Gibraltar,0.5409343486093807
Overwatch League Stage 2 - 2019,Paris,Blizzard World,0.6324311670797452
Overwatch League Stage 2 - 2019,Paris,Busan,0.5903789943120781
Overwatch League Stage 2 - 2019,Paris,Eichenwalde,0.44823099629223195
Overwatch League Stage 2 - 2019,Paris,Hanamura,0.23287162973680672
Overwatch League Stage 2 - 2019,Paris,Junkertown,0.4798666345402133
Overwatch League Stage 2 - 2019,Paris,King's Row,0.7862101739891504
Overwatch League Stage 2 - 2019,Paris,Lijiang Tower,0.5857080870904259
Overwatch League Stage 2 - 2019,Paris,Oasis,0.40939048462155814
Overwatch League Stage 2 - 2019,Paris,Rialto,0.8057447022503174
Overwatch League Stage 2 - 2019,Paris,Temple of Anubis,0.2925882052271575
Overwatch League Stage 2 - 2019,Paris,Watchpoint: Gibraltar,0.668995046174153
Overwatch League Stage 2 - 2019,Rialto,Blizzard World,0.22102207367779766
Overwatch League Stage 2 - 2019,Rialto,Busan,0.43801221481951574
Overwatch League Stage 2 - 2019,Rialto,Eichenwalde,0.4008313566493992
Overwatch League Stage 2 - 2019,Rialto,Hanamura,0.6812525863874975
Overwatch League Stage 2 - 2019,Rialto,Junkertown,0.6540113793580972
Overwatch League Stage 2 - 2019,Rialto,King's Row,0.12621293482055587
Overwatch League Stage 2 - 2019,Rialto,Lijiang Tower,0.32364125310790487
Overwatch League Stage 2 - 2019,Rialto,Oasis,0.7042861805128641
Overwatch League Stage 2 - 2019,Rialto,Paris,0.8057447022503174
Overwatch League Stage 2 - 2019,Rialto,Temple of Anubis,0.6355463618353517
Overwatch League Stage 2 - 2019,Rialto,Watchpoint: Gibraltar,0.4806422615133352
Overwatch League Stage 2 - 2019,Temple of Anubis,Blizzard World,0.49002340698732644
Overwatch League Stage 2 - 2019,Temple of Anubis,Busan,0.468725894579047
Overwatch League Stage 2 - 2019,Temple of Anubis,Eichenwalde,0.3198900971678037
Overwatch League Stage 2 - 2019,Temple of Anubis,Hanamura,0.21116148541525215
Overwatch League Stage 2 - 2019,Temple of Anubis,Junkertown,0.39648524200415375
Overwatch League Stage 2 - 2019,Temple of Anubis,King's Row,0.6263187793740312
Overwatch League Stage 2 - 2019,Temple of Anubis,Lijiang Tower,0.4239982804740716
Overwatch League Stage 2 - 2019,Temple of Anubis,Oasis,0.3821386654575091
Overwatch League Stage 2 - 2019,Temple of Anubis,Paris,0.2925882052271575
Overwatch League Stage 2 - 2019,Temple of Anubis,Rialto,0.6355463618353517
Overwatch League Stage 2 - 2019,Temple of Anubis,Watchpoint: Gibraltar,0.5135611017347287
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Blizzard World,0.45249312490616705
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Busan,0.48734684348444146
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Eichenwalde,0.4069591986699089
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Hanamura,0.5654123257422079
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Junkertown,0.6698870543313991
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,King's Row,0.5484103424973914
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Lijiang Tower,0.4059970542688845
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Oasis,0.5409343486093807
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Paris,0.668995046174153
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Rialto,0.4806422615133352
Overwatch League Stage 2 - 2019,Watchpoint: Gibraltar,Temple of Anubis,0.5135611017347287
Overwatch League Stage 3 - 2019,Dorado,Eichenwalde,0.4428532667365625
Overwatch League Stage 3 - 2019,Dorado,Havana,0.7631102133771872
Overwatch League Stage 3 - 2019,Dorado,Hollywood,0.5405554690277923
Overwatch League Stage 3 - 2019,Dorado,Horizon Lunar Colony,0.36281045009351914
Overwatch League Stage 3 - 2019,Dorado,Ilios,0.5464012831573222
Overwatch League Stage 3 - 2019,Dorado,Nepal,0.5638558520034528
Overwatch League Stage 3 - 2019,Dorado,Numbani,0.48900586968310333
Overwatch League Stage 3 - 2019,Dorado,Oasis,0.5304439416751593
Overwatch League Stage 3 - 2019,Dorado,Paris,0.3280549579858838
Overwatch League Stage 3 - 2019,Dorado,Volskaya Industries,0.23486234323526056
Overwatch League Stage 3 - 2019,Dorado,Watchpoint: Gibraltar,0.7015218858940012
Overwatch League Stage 3 - 2019,Eichenwalde,Dorado,0.4428532667365625
Overwatch League Stage 3 - 2019,Eichenwalde,Havana,0.4176960574409771
Overwatch League Stage 3 - 2019,Eichenwalde,Hollywood,0.24836414542607
Overwatch League Stage 3 - 2019,Eichenwalde,Horizon Lunar Colony,0.266365105620341
Overwatch League Stage 3 - 2019,Eichenwalde,Ilios,0.33653138755950923
Overwatch League Stage 3 - 2019,Eichenwalde,Nepal,0.4273540546304887
Overwatch League Stage 3 - 2019,Eichenwalde,Numbani,0.17988850277604546
Overwatch League Stage 3 - 2019,Eichenwalde,Oasis,0.20098679169021472
Overwatch League Stage 3 - 2019,Eichenwalde,Paris,0.4504060070127966
Overwatch League Stage 3 - 2019,Eichenwalde,Volskaya Industries,0.4101724199600663
Overwatch League Stage 3 - 2019,Eichenwalde,Watchpoint: Gibraltar,0.3865086508010999
Overwatch League Stage 3 - 2019,Havana,Dorado,0.7631102133771872
Overwatch League Stage 3 - 2019,Havana,Eichenwalde,0.4176960574409771
Overwatch League Stage 3 - 2019,Havana,Hollywood,0.36978865541839034
Overwatch League Stage 3 - 2019,Havana,Horizon Lunar Colony,0.46939589549851285
Overwatch League Stage 3 - 2019,Havana,Ilios,0.5480482508202054
Overwatch League Stage 3 - 2019,Havana,Nepal,0.6466445176738513
Overwatch League Stage 3 - 2019,Havana,Numbani,0.4387385936285603
Overwatch League Stage 3 - 2019,Havana,Oasis,0.45733375611693966
Overwatch League Stage 3 - 2019,Havana,Paris,0.7055515828312662
Overwatch League Stage 3 - 2019,Havana,Volskaya Industries,0.7386728222892053
Overwatch League Stage 3 - 2019,Havana,Watchpoint: Gibraltar,0.305580012234388
Overwatch League Stage 3 - 2019,Hollywood,Dorado,0.5405554690277923
Overwatch League Stage 3 - 2019,Hollywood,Eichenwalde,0.24836414542607
Overwatch League Stage 3 - 2019,Hollywood,Havana,0.36978865541839034
Overwatch League Stage 3 - 2019,Hollywood,Horizon Lunar Colony,0.29239274971907525
Overwatch League Stage 3 - 2019,Hollywood,Ilios,0.2726282382205849
Overwatch League Stage 3 - 2019,Hollywood,Nepal,0.3572513268444878
Overwatch League Stage 3 - 2019,Hollywood,Numbani,0.23816672138460504
Overwatch League Stage 3 - 2019,Hollywood,Oasis,0.21795815193465273
Overwatch League Stage 3 - 2019,Hollywood,Paris,0.46318504955514067
Overwatch League Stage 3 - 2019,Hollywood,Volskaya Industries,0.4816560065907974
Overwatch League Stage 3 - 2019,Hollywood,Watchpoint: Gibraltar,0.23230818738902523
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Dorado,0.36281045009351914
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Eichenwalde,0.266365105620341
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Havana,0.46939589549851285
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Hollywood,0.29239274971907525
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Ilios,0.37694836839813584
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Nepal,0.4351105429748717
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Numbani,0.3169918863647131
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Oasis,0.34505196454259923
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Paris,0.296599702781469
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Volskaya Industries,0.35988784206287455
Overwatch League Stage 3 - 2019,Horizon Lunar Colony,Watchpoint: Gibraltar,0.4291921146760953
Overwatch League Stage 3 - 2019,Ilios,Dorado,0.5464012831573222
Overwatch League Stage 3 - 2019,Ilios,Eichenwalde,0.33653138755950923
Overwatch League Stage 3 - 2019,Ilios,Havana,0.5480482508202054
Overwatch League Stage 3 - 2019,Ilios,Hollywood,0.2726282382205849
Overwatch League Stage 3 - 2019,Ilios,Horizon Lunar Colony,0.37694836839813584
Overwatch League Stage 3 - 2019,Ilios,Nepal,0.1945889419736077
Overwatch League Stage 3 - 2019,Ilios,Numbani,0.265568613558191
Overwatch League Stage 3 - 2019,Ilios,Oasis,0.19013673089463007
Overwatch League Stage 3 - 2019,Ilios,Paris,0.4596884360474912
Overwatch League Stage 3 - 2019,Ilios,Volskaya Industries,0.4213979528622629
Overwatch League Stage 3 - 2019,Ilios,Watchpoint: Gibraltar,0.36667767734898704
Overwatch League Stage 3 - 2019,Nepal,Dorado,0.5638558520034528
Overwatch League Stage 3 - 2019,Nepal,Eichenwalde,0.4273540546304887
Overwatch League Stage 3 - 2019,Nepal,Havana,0.6466445176738513
Overwatch League Stage 3 - 2019,Nepal,Hollywood,0.3572513268444878
Overwatch League Stage 3 - 2019,Nepal,Horizon Lunar Colony,0.4351105429748717
Overwatch League Stage 3 - 2019,Nepal,Ilios,0.1945889419736077
Overwatch League Stage 3 - 2019,Nepal,Numbani,0.3658219755276704
Overwatch League Stage 3 - 2019,Nepal,Oasis,0.31607722393163207
Overwatch League Stage 3 - 2019,Nepal,Paris,0.4318731543699185
Overwatch League Stage 3 - 2019,Nepal,Volskaya Industries,0.43227473324297405
Overwatch League Stage 3 - 2019,Nepal,Watchpoint: Gibraltar,0.46006315716386703
Overwatch League Stage 3 - 2019,Numbani,Dorado,0.48900586968310333
Overwatch League Stage 3 - 2019,Numbani,Eichenwalde,0.17988850277604546
Overwatch League Stage 3 - 2019,Numbani,Havana,0.4387385936285603
Overwatch League Stage 3 - 2019,Numbani,Hollywood,0.23816672138460504
Overwatch League Stage 3 - 2019,Numbani,Horizon Lunar Colony,0.3169918863647131
Overwatch League Stage 3 - 2019,Numbani,Ilios,0.265568613558191
Overwatch League Stage 3 - 2019,Numbani,Nepal,0.3658219755276704
Overwatch League Stage 3 - 2019,Numbani,Oasis,0.1745569959922385
Overwatch League Stage 3 - 2019,Numbani,Paris,0.4414983832679681
Overwatch League Stage 3 - 2019,Numbani,Volskaya Industries,0.3860192686112417
Overwatch League Stage 3 - 2019,Numbani,Watchpoint: Gibraltar,0.3629460687937624
Overwatch League Stage 3 - 2019,Oasis,Dorado,0.5304439416751593
Overwatch League Stage 3 - 2019,Oasis,Eichenwalde,0.20098679169021472
Overwatch League Stage 3 - 2019,Oasis,Havana,0.45733375611693966
Overwatch League Stage 3 - 2019,Oasis,Hollywood,0.21795815193465273
Overwatch League Stage 3 - 2019,Oasis,Horizon Lunar Colony,0.34505196454259923
Overwatch League Stage 3 - 2019,Oasis,Ilios,0.19013673089463007
Overwatch League Stage 3 - 2019,Oasis,Nepal,0.31607722393163207
Overwatch League Stage 3 - 2019,Oasis,Numbani,0.1745569959922385
Overwatch League Stage 3 - 2019,Oasis,Paris,0.4884640258742206
Overwatch League Stage 3 - 2019,Oasis,Volskaya Industries,0.44036266904084687
Overwatch League Stage 3 - 2019,Oasis,Watchpoint: Gibraltar,0.3388794786604746
Overwatch League Stage 3 - 2019,Paris,Dorado,0.3280549579858838
Overwatch League Stage 3 - 2019,Paris,Eichenwalde,0.4504060070127966
Overwatch League Stage 3 - 2019,Paris,Havana,0.7055515828312662
